Id	|	Name	|	Description	|	Power	|	Accuracy	|	PP	|	TypeId
343	|	Covet	|	Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.  Pokémon with sticky hold or multitype are immune to the item theft effect.  The target cannot recover its item with recycle.  This move cannot be selected by assist or metronome.	|	60	|	100	|	25	|	1
344	|	Volt-Tackle	|	Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to paralyze the target.	|	120	|	100	|	15	|	13
345	|	Magical-Leaf	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	60	|		|	20	|	12
346	|	Water-Sport	|	fire moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.	|		|		|	15	|	11
347	|	Calm-Mind	|	Raises the user's Special Attack and Special Defense by one stage each.	|		|		|	20	|	14
348	|	Leaf-Blade	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	90	|	100	|	15	|	12
349	|	Dragon-Dance	|	Raises the user's Attack and Speed by one stage each.	|		|		|	20	|	16
350	|	Rock-Blast	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	25	|	90	|	10	|	6
351	|	Shock-Wave	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	60	|		|	20	|	13
352	|	Water-Pulse	|	Inflicts regular damage.  Has a 20% chance to confuse the target.	|	60	|	100	|	20	|	11
353	|	Doom-Desire	|	Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won't change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.  This effect breaks through wonder guard.  If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.  The damage is applied at the end of the turn, so it ignores endure and focus sash.  This move cannot be copied by mirror move.	|	140	|	100	|	5	|	9
354	|	Psycho-Boost	|	Inflicts regular damage, then lowers the user's Special Attack by two stages.	|	140	|	90	|	5	|	14
355	|	Roost	|	Heals the user for half its max HP.  If the user is flying, its flying type is ignored until the end of this turn.	|		|		|	5	|	3
356	|	Gravity	|	For five turns (including this one), all immunities to ground moves are disabled.  For the duration of this effect, the evasion of every Pokémon on the field is lowered by two stages.  Cancels the effects of bounce, fly, and sky drop.  Specifically, flying Pokémon and those with levitate or that have used magnet rise are no longer immune to ground attacks, arena trap, spikes, or toxic spikes.  bounce, fly, sky drop, high jump kick, jump kick, and splash cannot be used while this move is in effect.  *Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky drop, Sky Drop's effect is not correctly canceled on its target, and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting, the only way to subsequently remove it from the field is to faint it.	|		|		|	5	|	14
357	|	Miracle-Eye	|	Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers.	|		|		|	40	|	14
358	|	Wake-Up-Slap	|	Inflicts regular damage.  If the target is sleeping, this move has double power, and the target wakes up.	|	70	|	100	|	10	|	2
359	|	Hammer-Arm	|	Inflicts regular damage, then lowers the user's Speed by one stage.	|	100	|	90	|	10	|	2
360	|	Gyro-Ball	|	Inflicts regular damage.  Power increases with the target's current Speed compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150.	|		|	100	|	5	|	9
361	|	Healing-Wish	|	User faints.  Its replacement's HP is fully restored, and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead.	|		|		|	10	|	14
362	|	Brine	|	Inflicts regular damage.  If the target has less than half its max HP remaining, this move has double power.	|	65	|	100	|	10	|	11
363	|	Natural-Gift	|	Inflicts regular damage.  Power and type are determined by the user's held berry.  The berry is consumed.  If the user is not holding a berry, this move will fail.	|		|	100	|	15	|	1
364	|	Feint	|	Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.  This move cannot be copied by mirror move, nor selected by assist or metronome.	|	30	|	100	|	10	|	1
365	|	Pluck	|	Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.  If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.  If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.	|	60	|	100	|	20	|	3
366	|	Tailwind	|	For the next three turns, all Pokémon on the user's side of the field have their original Speed doubled.  This effect remains if the user leaves the field.	|		|		|	15	|	3
367	|	Acupressure	|	Raises one of the target's stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.  If the target has a substitute, this move will have no effect, even if the user is the target.  This move cannot be copied by mirror move.	|		|		|	30	|	1
368	|	Metal-Burst	|	Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.	|		|	100	|	10	|	9
369	|	U-Turn	|	Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.  The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.  This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.	|	70	|	100	|	20	|	7
370	|	Close-Combat	|	Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each.	|	120	|	100	|	5	|	2
371	|	Payback	|	Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used, this move has double power.	|	50	|	100	|	10	|	17
372	|	Assurance	|	Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used, this move has double power.	|	60	|	100	|	10	|	17
373	|	Embargo	|	Target cannot use its held item for five turns.  If the target leaves the field, this effect ends.  If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will fail.  This effect is passed by baton pass.	|		|	100	|	15	|	17
374	|	Fling	|	Inflicts regular damage.  Power and type are determined by the user's held item.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will fail.  This move ignores sticky hold.  If the user is under the effect of embargo, this move will fail.	|		|	100	|	10	|	17
375	|	Psycho-Shift	|	If the user has a major status effect and the target does not, the user's status is transferred to the target.	|		|	100	|	10	|	14
376	|	Trump-Card	|	Inflicts regular damage.  Power is determined by the PP remaining for this move, after its PP cost is deducted.  Ignores accuracy and evasion modifiers.  PP remaining / Power ------------ / ----: 4 or more    /    40 3            /    50 2            /    60 1            /    80 0            /   200  If this move is activated by another move, the activating move's PP is used to calculate power.	|		|		|	5	|	1
377	|	Heal-Block	|	For the next five turns, the target may not use any moves that only restore HP, and move effects that heal the target are disabled.  Moves that steal HP may still be used, but will only inflict damage and not heal the target.	|		|	100	|	15	|	14
378	|	Wring-Out	|	Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.	|		|	100	|	5	|	1
379	|	Power-Trick	|	The user's original Attack and Defense are swapped.  This effect is passed on by baton pass.	|		|		|	10	|	14
380	|	Gastro-Acid	|	The target's ability is disabled as long as it remains on the field.  This effect is passed on by baton pass.	|		|	100	|	10	|	4
381	|	Lucky-Chant	|	For five turns, opposing Pokémon cannot score critical hits.	|		|		|	30	|	1
382	|	Me-First	|	If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.  If the target moves before the user, this move will fail.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.	|		|		|	20	|	1
383	|	Copycat	|	Uses the last move that was used successfully by any Pokémon, including the user.  This move cannot copy itself, nor roar nor whirlwind.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.	|		|		|	20	|	1
384	|	Power-Swap	|	User swaps its Attack and Special Attack stat modifiers modifiers with the target.	|		|		|	10	|	14
385	|	Guard-Swap	|	User swaps its Defense and Special Defense modifiers with the target.	|		|		|	10	|	14
386	|	Punishment	|	Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target's stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move's power.	|		|	100	|	5	|	17
387	|	Last-Resort	|	Inflicts regular damage.  This move can only be used if each of the user's other moves has been used at least once since the user entered the field.  If this is the user's only move, this move will fail.	|	140	|	100	|	5	|	1
